,Unnamed: 0,Vehicle_Title,Review,Rating,Year,Company
194162,267019,Silverado 1500 Extended Cab LS 3dr Extended Cab 4WD SB," I bought this truck with 130000 miles.4.8, automatic. I now have 204000. Doesn't burn or leak a drop. I love the way this truck drives and rides, especially after installing super chips, heavier front torsion bars, added another full leaf to the rear springs, Bilstiens, locking rear end. I hate: defective throttle body, noisy pistons when cold, defective fuel tank sender, defective 4wd switch, defective EVAP vent valve, defective abs unit, defective fan blower switch, defective drivers side window regulator, the rocker panels no longer exist due to rot due to bad design. The dealers will not reveal how many of these defective parts have been replaced. Should have been a lot more recalls than there were.",3.625,2000.0,Chevrolet
100179,134700,Legacy Wagon 2.5 GT AWD 4dr Wagon (2.5L 4cyl Turbo 5M)," Had the GT Wagon M for 1 month now...WOW!  Looked at the Mazda6, Audi/Volkswagen Wagons and there is no comparison.  The Subaru came in at 27K.  Power is abundant through all 5 gears.  5.8 sec 0-60 times are no joke out of this rocket.  Don't listen to any of the hype of the turbo lag.  The GT makes 13.5lbs of boost and it's quite available.  Shifts are a bit long and I think I'm going for the short throw shifter upgrade in time.  Ride quality is superb with minimal body roll.  There is no dive whatsoever under heavy breaking.  The 2 kids(both under 2) ride in a cacoon of safety features. ",4.75,2005.0,Subaru
155456,212463,Cube Wagon 1.8 Base 4dr Wagon (1.8L 4cyl 6M)," The first Cube I drove was a rental, like so many people I was very skeptical at first, but after I drove it for a couple of days I was hooked; I came back home and I bought a brand new 2014, one of the last ones made. Love my Cube, it has a great acceleration, is very good on gas 31.5 MPG. It's roomy, like the fact that has Bluetooth technology, a fantastic stereo CD/FM, good safety features, literally surrounded by airbags....",5.0,2010.0,Nissan
168905,230181,XC90 SUV 2.5T AWD 4dr SUV (2.5L 5cyl Turbo 5A)," We've had tons of service problems.  Volvo keeps telling us it is because the vehicle is the first year for the model.  The vehicle absolutely cannot hold an alignment (we get it realigned every 3-6K miles) and burns thru tires rapidly (every 10-12K miles).  Every time we have something fixed, a new problem emerges within 500 miles of driving.  Lots of stuff (rear shocks, bearings, brake pads) have had to be replaced prematurely, and there have been many minor problems (stench from HVAC, radio malfunctions, etc.) on top of more serious concerns.",2.0,2003.0,Volvo
20605,29836,7 Series Sedan 750Li 4dr Sedan (4.8L 8cyl 6A)," Just less than 700 miles but I like this car, both a luxury & sport vehicle. It's worth your money. But, iDrive BMW still have a lot of functions you never need. Dealer must warn customer for Auto Park feature before leaving dealer lot.",4.125,2006.0,BMW
51406,73094,CR-V SUV EX 4dr SUV AWD (2.4L 4cyl 5A), This is my fifth brand new Honda that I have bought.  Great vehicle with one problem that Honda is aware of but won't fix-peeling paint in the grill- have had mine in service 5 times to have this problem fixed.  They replace the grill piece every time.  Within a few days it begins to peel again.  Dealer told me I was the only one having this problem so the last time I went in to have this fixed my husband went with me.  He went out on the lot to look at the cr-vs and there were at least 10 brand new cr-vs with this problem.  He brought this to the service managers attention and he called Honda to see what they were going to do about this problem and they told me to take it to a body shop.  ,4.125,2010.0,Honda
170110,231610,Ram Wagon Van 2500 3dr Ext Van (5.2L 8cyl 4A)," Bought new in 2000 for family of 6. 12 passenger with 360 cid, tow package and rear air. Has never let us down.  nly had to replace front bearings once at 69,000. Chronic squeaky brakes. Otherwise mechanically rock solid, but the interior trim is poor quality with seat foam degradation, door panels coming loose and trim screws loose or falling out all over the place.   Rode hard when empty, smooth when full.  Love the versatility,  better than any SUV. It was invaluable when building my deck and toting big screen TVs home or for friends. One downside is you're always on the call list to help people move. Glad we had it, but now that the kids are grown, time to get a smaller vehicle.",3.25,2001.0,Dodge
206154,284185,Equinox SUV LS 4dr SUV AWD (2.4L 4cyl 6A)," I feel safe in my Equinox!  It feels solid, handles great and has enough airbags that God forbid we need them, we should be surrounded.  The front seats adjust so well anyone could drive comfortably.  I highly recommend it.",5.0,2016.0,Chevrolet
197943,272076,Colorado Crew Cab 4dr Crew Cab Z71 LS 4WD SB (3.5L 5cyl 4A)," Love this truck.  It is fun to drive, has great power and it makes a great tow!!  It is easy to hitch and unhitch behind our RV better than the Saturn that we use to tow.  Love the ride.  It rides more like a car than a truck.  Love the heated leather seats with lumbar support. ",4.875,2005.0,Chevrolet
205124,282568,Impala Sedan LS 4dr Sedan (3.8L 6cyl 4A), Had this car since new and has been very reliable. Gas mileage great for its size. ,4.75,2003.0,Chevrolet
121546,164016,Patriot SUV Sport SE 4dr SUV (2.0L 4cyl CVT)," I noticed upon test drive that the rear seat belts were not locking, dealer said it would be fixed, so I bought it. Couple months later had to call 911 the seat belt retracted by itself and so much pressure it could not be released by the belt latch, it pulled my 8 year old autistic son out of his booster seat and belt went under his rib cage cutting him off from breathing, the rescue unit cut the belt to free my son. The dealership checked the belts and found they lock SOME TIME and sometimes not. Chrysler has assigned a case manager but the dealership warned me to get an attorney that their experience will be Chrysler will sweep this under the rug. I am in contact with a firm",1.0,2017.0,Jeep
89483,121040,RAV4 Hybrid SUV Limited 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT), I chose not to buy after talking to other hybrid Toyota owners.  I battle trucks on the interstate daily and needed more power.,3.0,2017.0,Toyota
31085,45250,Monterey Minivan Luxury 4dr Minivan (4.2L 6cyl 4A), My 2006 Mercury Monterey it absolutely awesome it has a smooth shifting powerful 4.2L V6 with 263 pounds feet of torque it really moves this van and it get about 23 MPG which is great for such a heavy van and it has great safety rating all 5 stars and one 4 star and this is wonderful but that doesnt surprise me Mercury has always done great in the crash tests and everything is all power on this van you just press a button and the doors open and it has a luxurious interior a stylish exterior with some sporty features and i just love this van its great i highly recommend this Mercury to anyone who wants a highly refined reliable minivan with so many luxury features ,5.0,2006.0,Mercury
143037,194179,Montana Minivan 4dr Ext Minivan," 98,000 miles and still loving this van.  Drives great, good visibility, captain's chairs in middle row are wonderful for kids on road trips.  Seats are light enough for easy removal and fits 4x8 sheet of plywood.  ",4.5,2000.0,Pontiac
173095,236890,Ram Pickup 1500 Quad Cab Laramie 4dr Quad Cab 4WD SB (5.7L 8cyl 5A)," Best riding truck I have ever owned. I have had GM, Toyota and Ford, this is by far the best.",5.0,2009.0,Dodge
105519,142193,LaCrosse Sedan CXL 4dr Sedan (3.8L 6cyl 4A)," Overall the car has had a lot of problems. The transmission had to be replaced at 28,000. Clear coat came off the doors, and had to be re-painted. The weather seal around the front doors leaked in a rain storm or in the car wash. Car went back to the shop last night for idling rough and probably the CV shafts are going to need to be replaced. I'm not happy with this car at all--One problem after another for the last 30,000 miles.  ",3.25,2007.0,Buick
16606,24189,LS Sedan Premium Sport 4dr Sedan (3.9L 8cyl 5A)," I just picked up my V8 premium sport sorealiabilty is more based on the safetyrecall for imporperly heat treatedwheels, and transmission that won'tshift smootly into third after 1500 miles. To sum this car up in one easy statement. It Rides like a Lincoln and Handles likea BMW. There are still a few points that remindme that I am in an American, which isnot a bad thing.  For example, Great lowend torgue, a super smooth ride, andlots of neat features, that don'toverwhelm IE BMW's I drive.",4.25,2003.0,Lincoln
87782,119037,Camry Sedan LE 4dr Sedan (2.4L 4cyl 5M)," 40K miles, 4years old...  Rear Speakers cracked and fell apart, into the speaker last year.  Really hard to clean out, radio buzzes when bass plays.  Toyota doesn't replace part.  Bad design! Had to buy new covers.  Door remote no longer works.  Can only get into the car by driver side.  Very hard with 2 young children in car seats. $800-$1000 to replace at Toyota Dealer. Safety hazard that should be covered by the company...it's not.  Other than those issues I like the car very much.  It's the little annoying things that just add up.",3.625,2005.0,Toyota
199188,274071,Venture Minivan LS 4dr Minivan," I like the gas mileage and the responsive engine, but the Caravan is nicer to drive and feels more solid on the road. I had to replace the intake manifold gasket at 90000 kms, got partial payment from a GM goodwill warranty but had to replace valve lifters as well because antifreeze had leaked into the engine, cost out of own pocket about a thousand bucks. The body began to rust out prematurley along the roof line above the windsheild, the rocker panels, bottom of rear hatch, the hood and front fenders. I have had to replace 3 windsheild wiper motors at a cost of about 200 each (aftermarket )GM replacement was about 350. Water pump went at about 150000km, brakes shot at 110000kms,etc",3.75,1999.0,Chevrolet
27506,39977,Escalade Hybrid SUV 4dr SUV 4WD (6.0L 8cyl gas/electric hybrid 4A)," Had it for a week.  My wife's vehicle. She Loves it.  Tim, the owner of the Dealership, explained and oriented the vehicle for 45 minutes with my wife.  She was very Impressed with the vehicle and the time put in to explain everything by Tim.  We traded a Lexus LX-470 in on it.  Got tired of 12.8 mpg and Premium Gas prices.  The Cadillac gets 23-25 mpg in real world setting and uses regular gas.  The build quality is equal to Lexus.  Finally, Hats off to an American Vehicles",5.0,2009.0,Cadillac
14881,21529,Rover Range Rover SUV HSE 4dr SUV 4WD (5.0L 8cyl 6A), This is the most luxurious and safe ride.Still love this car!!!,5.0,2010.0,Land
197199,271064,Uplander Minivan LT Fwd 4dr Minivan (3.5L 6cyl 4A), I have always preferred Chevrolet over Ford products. Mostly I am more satisfied with the workmanship and performance of the vehicles. The Uplander LS may change my mind. I was told on 3/6/06 that the rearend of the vehicle is designed so that if you do not rotate the tires every 6000 miles it will cause the inside edge of the tires to wear faster and feather (have  high and low spots.) The owners manual recommends for the tires to be rotated every 8000 miles. ,3.375,2005.0,Chevrolet
13039,18439,Sierra 1500 Extended Cab 4dr Extended Cab Denali AWD SB (6.0L 8cyl 4A)," Best truck that I have owned to date. 6.0l engine is awesome. Towing my 6000lb boat is a breeze. Like the heated seats on these cold winter days. Very comfortable driving vehicle. Can easyly rack up 500 miles daily. That's when you wish you had dual gas tanks. Can't complain about gas mileage because of AWD and large engine. A fact that I don't like: The driver O/S mirror is heated but passenger side is not. Kind of strange for $40,000+ truck. All wheel steering is great. The few extra miilimeters of rear axle width seems to improve stability. Recently got 18 mpg with a tail wind. ",4.75,2002.0,GMC
141667,192159,Transit Connect Minivan Cargo Van XL 4dr Minivan w/Side & Rear Glass (2.0L 4cyl 4A)," I was wanting a Transit Connect since Debut. Ford does plenty of commercial business with these and as of now the dealer discounts to consumers are not huge. The different Window configurations intrigued me, but I chose windows and Silver Metallic, because I think upwards of 75 percent of the cargo vans are white. Windows are a good thing in today's busy driving world but for those who opt windowless the customizing options inside are even more endless. The extras in the XLT do not grab me and the CD radio is still half garbage, so I went with an XL and up fitting the van to taste. A Better aftermarket Stereo is mandatory. Alloy wheels merit consideration; basic steel wheels come on all.",4.375,2010.0,Ford
91359,123454,Prius c Hatchback One 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT)," This review will be only for someone looking for excellent MPG! I drive 1,350 miles a week. 5,400 miles a month. (Every month - IC Courier). I've had the car for 6 months, 22 days.It has consistantly averaged 51.3 mpg. ECO Mode gives you the best results in city. Regular mode (not ECO) gives best results on freeway. My best has been 59.1 in city driving, 47.8 on freeway. I owned a 2011 Corolla before this and at best only averaged 30 mpg. I drive 50% city, 50% freeway. I am saving $311.00 per month. Compared to the Corolla. Wish I would have bought the car when it first hit the market! These are ""real-life"" results. Hope this helps.....",4.5,2012.0,Toyota
145689,198245,Vibe Wagon 4dr Wagon (1.8L 4cyl 5M)," The car is competent. Nothing more, nothing less. It handles well but not great, fits a good but not great amount of stuff, and gets decent but not great gas mileage.  The engine is a real weak point. It is very loud but furnishes little power with the autobox. I live up in the Four Corners area so am often above 6000 or 7000 feet. It has a lot of trouble gaining speed on even moderate inclines at altitude. With the AC on or full up with people sometimes it has trouble keeping the same speed.  I think the dash design is poor. It looks nice enough but the chrome gauges reflect on the windshield in any sunlight. Its very visible and very annoying. The interior materials are adequate though. ",2.875,2007.0,Pontiac
27709,40180,Escalade ESV SUV 4dr SUV AWD (6.2L 8cyl 6A)," I have had my 2007 ESV for almost a year and after spending almost $70,000 on it, I am extremely disapponted.  For a company that brags about ""the quietest ride ever"", it is loudest vechicle I have ever been in.  The wind noise is so bad that I am thinking of trading it in already.  I have had it into the dealer 5 times with to no avail.  It sounds like the windows are rolled down and the wind is blowing 90 mph.  I wouldn't recommend that anyone buy this ESV until some MAJOR changes happen.  ",3.5,2007.0,Cadillac
68102,93929,Accent Sedan GLS 4dr Sedan (1.6L 4cyl 4A), This is my very first car.  I love it except the paint is already chiping and I have it only 5 weeks. was told to buy touch up paint and get a sealant. As per gas it is great.,4.875,2006.0,Hyundai
173900,238163,Dakota Extended Cab R/T Sport 2dr Extended Cab SB," I had a solar yellow r/t and it was a great truck. That thing had tons of power and was pretty fast. I never had any issues with it. I drove great, was comfortable, parts were cheap, looked great, an all around good truck. It had 142,000 miles on it when I sold it. I sold it due to the gas mileage and gas prices but I miss that truck everyday and plan on getting another soon.",5.0,1999.0,Dodge
59631,82921,Fit Hatchback Sport 4dr Hatchback (1.5L 4cyl 5A)," We bought this car because we were looking for a newer model within our price range. We needed a car that would be reliable and could accommodate a child seat. We loved the look of the exterior of the Fit and its safety features. The car drives great, handles with a sporty ride. Seats are nothing fancy, but still comfy and durable. We can fit my son's car seat in if he is forward-facing, or rear-facing with myself in front of him. My husband is 6 ft 2"" and cannot sit in front of my son's car seat when it is rear-facing and positioned behind the driver seat. The car seat cannot be put in the center seat.",4.75,2009.0,Honda
76562,104858,Tacoma Double Cab PreRunner V6 4dr Double Cab SB (4.0L 6cyl 5A)," While the engine is strong and the truck seems to hold up , the issues with cracking leaf springs and rusty frames makes me tell people to be very careful . My trucks leaf springs died at 67k miles and at the time Toyota had not recalled the nearly 700,000 tacomas ... Although I fixed it I am not getting reimbursement from Toyolet ,and they continue to cheat me and thousands of other customers . Google ""Toyota rusty frames "" or "" Tacoma leaf springs failure "" .. While the trucks look butch they are weak and the customer service is an abomination ... Beware of the last generation Junk Tacomas from Toyolet , not worth the money or the hassles .. Buy a real truck .",3.0,2006.0,Toyota
47074,68027,3 Sedan i 4dr Sedan (2.0L 4cyl 5M)," I've owned an '89 Toyota Tercel, an '02 Chevy Prism and now the Mazda.  Love. It. It's got a lot longer gear ratio than most 4-cylinder cars and at highway speeds can very capably accelerate past everyone else who's not having as much fun in their car.  The interior has an excellent design, the exterior looks fluid and lean and all of the mechanics seem above average on dependability and ergonomics. I might never buy a different car.",4.75,2005.0,Mazda
35166,51706,GL-Class SUV GL450 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A)," Very good car, got it used certified few years ago with 17K miles,  tires lasted 30k miles, replaced them with Michelin and the ride is much better, now with 56 K miles old only brakes oil and tires were needed,  love the ride, the only complain is the paint on the steering wheel is peeling off.. good quality SUV, dealer service here in Florida. My 2008 GL320 diesel came out to be a nightmare after 100K miles, but also was a good car.",4.0,2013.0,Mercedes-Benz
184218,251893,LHS Sedan 4dr Sedan," This car is very comfortable, and fun to drive. However it has been more and more unreliable as the days go by. I have had to replace two window motors, the oil pan (leaky), and the speedometer sensor within the last six months. It has gone from a cheap, fun car to a money pit. The rubber around the headlights is falling apart, and the hood trim came flying off a few weeks ago. I am going back to Hondas/Toyotas before the snow flies, because I am scared of being stranded by the side of the road in mid-winter.",3.375,1999.0,Chrysler
108919,146701,TL Sedan 4dr Sedan w/Navigation (3.2L 6cyl 5A)," I've had the car for about 2 months now and so far so good. Overall, I'm very impressed. The ride is smooth, it handles curves well, and the tech package is extremely fun. I am having a problem getting my garage door opener connected to the rear view mirror. Additionally, the moment it gets cold my tire pressure lights come on.",4.875,2008.0,Acura
70611,97443,Elantra Sedan GLS 4dr Sedan (2.0L 4cyl 5M)," This car has been the most reliable car I have ever owned.  I have put 80,000 miles on it so far and I have had no major repairs.  Only maintence type repairs have needed to be done.  Very good car for the price.",4.125,2001.0,Hyundai
106724,143658,Rendezvous SUV CX AWD 4dr SUV (3.4L 6cyl 4A), Over all my car has been great. I bought the car 5 years old with 110K. I now have over 185k and no major problems. ,4.0,2004.0,Buick
40764,60332,CX-7 SUV Grand Touring 4dr SUV (2.3L 4cyl Turbo 6A)," Picked up my Grand Touring CX7 three weeks ago. Drives great, performance is very good. The interior could use upgrade, the door panels look cheap. Overall the CX7 is worth the money and is fun to drive.",4.75,2009.0,Mazda
45861,66772,6 Wagon s 4dr Sport Wagon (3.0L 6cyl 5M)," A really great option to the garden variety commuter cars despite gas mileage is in the low 20s (partially due to my shift points ;-).  It has a very eager, smooth running motor & handles very well on the stock 17"" rubber.  In wagon format, it really occupies a niche of one (220hp V6, handling biased, manual transmission wagon under $25k).  If you don't demand 30mph from a daily driver, the Mazda6 is worth taking a close look.",4.75,2004.0,Mazda
161134,219925,Maxima Sedan 3.5 S 4dr Sedan (3.5L 6cyl CVT)," I leased the car new with a fantastic lease deal. It is fast and fun to drive. 21 mpg average city and highway driving and I drive fast. 45,000 miles and have had no problems with the car at all. I would highly recommend this car. Try to find a good deal on a used one. ",4.75,2009.0,Nissan
144461,196271,Solstice Convertible 2dr Convertible (2.4L 4cyl 5M)," After selling a Honda S2000 over year ago I decided to jump back into the vert world.  The Solstice really wasn't in the running until I got the $3000 dollar coupon from my GMCard.  I paid just over 16.5k for a brand new '08 with the wheel package, Monsoon radio (a must), and a few other goodies.  The car stickered at $26,062.  An unbelievable deal and I'm pleasantly surprised with the ride, handling and even the performance of the 2.4 ltr. The fit and finish is great and the materials aren't as cheap as I had expected from a GM product. This may just be the best car deal I've ever made.",4.875,2008.0,Pontiac
103110,138542,Impreza Sedan 2.0i Premium 4dr Sedan AWD (2.0L 4cyl CVT)," Bought this because I needed AWD, but didn't want a truck or an SUV. When conditions make AWD necessary, I love this car. Other times I like it a lot, but there are several things that keep me from loving it. See my suggested improvements for these comments. If you need AWD, this car has very few competitors in its price range. Of the 4 cars I own, when weather is bad, everyone wants to drive the Impreza.",4.0,2012.0,Subaru
19242,27783,X5 SUV 4.4i AWD 4dr SUV (4.4L 8cyl 6A)," Great car, everything is fantastic.",5.0,2004.0,BMW
18025,26354,MKZ Sedan 4dr Sedan AWD (3.5L 6cyl 6A)," I have had my MKZ for 6 months now and overall it is a great car. I was looking for a comfortable car that kept me connected to the road and the MKZ did that better then CTS, BMW or Mercedes for the dollar. If you spend allot of time in the car as I do 8500 miles already and you are 6'4"" this is a great vehicle. I am getting 21 MPG. The car is also very quiet. Navigation is also accurate and speech access makes it easy to use wile driving. Plenty of power both off the start and passing however transmission gets rough when you get on it. Trans is smooth during normal driving. You have to pull out the headlight switch to turn on driving lights this is poor placement as your knee turns it off.",4.75,2011.0,Lincoln
199490,274601,Cruze Sedan 1LT 4dr Sedan (1.4L 4cyl Turbo 6M)," Over the past 10 years have driven the Mazda 3, and some assorted european models overseas.Test drove the Focus and the Cruze this go-round and like the Handling is superb, shifting (manual) is a breeze -- lot's of getup and go with the turbo.... great gas mileage.Recommend getting some blind spot sticker mirrors for your side mirrors if you do a lot of city driving... they only cost 99 cents and help out a lot as the side mirrors aren't as big as the focus. Pros:No road noise even at highway speeds.5 star safety (10 airbags).Comfortable, smooth ride all around (if you don't believe it read kelly blue book review).CONS:Brakes are not as tight as Ford.immediately.",5.0,2014.0,Chevrolet
95744,129347,Sportage SUV LX 4dr SUV (2.4L 4cyl 6A)," I had an '05 Cavalier (since 2004), wonderful little car... didn't put anything into it except gas (when empty); oil and filter (every 5,000 miles); replaced the battery in 2011 (up and died on me, it sat for most of the year as I was travelling the world); put new tires on it a couple years back (the originals were dry rotting on me) and blew through some windshield wipers over the years... when the speedometer quit working (@42,000 miles) I drove it another 27,000 using my GPS for speed and cruise control (never got a ticket).  AFTER ABOUT 13 YEARS of driving low to the ground (by the seat of my pants) I decided a change was in order... I have been retired since 1998 and had nothing but free time to sit in and check out all the competition (like Goldilocks) most were: too big or too small or underpowered or gas guzzlers or had too many whistles and flashing lights or too nuanced... THE SPORTAGE fit me and my plans just right.  I like driving the back roads and at 45 mph and get around 38 mpg in echo mode (on level ground... if its hilly not so much); observing about 24 mpg in and around town (but that's with echo off, riding normal mode)... I am headed to the blue ridge mountains and fully expect to be using sport mode and couldn't care less what the mileage will be for that because it will be fun (no white knuckle driving but there will be no Miss Daisy along for the ride).  Plenty of room for me and my stuff (and then some).  The Sportage looks great be it parked or on the move... oh you can tell it might be top heavy (knowing how gravity works) but if you drive it like you own it (responsibly) there should be no surprises.  I am really impressed with the different modes (echo, normal and sport), there is a remarkable difference in horsepower on demand between echo and sport... they make normal seem obsolete... but everything has its place, I suppose.",5.0,2017.0,Kia
114146,154145,ES 300 Sedan 4dr Sedan (3.0L 6cyl 5A)," My brakes had to be replaced at around 15,000 miles due to warped rotors.  This also meant replacing the tires.  Fortunately Lexus covered the cost.  I just had them replaced again at 39,500 miles, at my cost.  Was told that the area I live in is to blame since it is slightly mountainous.  My husband has 70,000 miles on an 02 Yukon and has never had brake problems.  I also would have like a smoother shift in the transmission.  They did the computer changeover, but it is no better. When I took it in last I was told the brake replacement at 14K+ was a recall.  When I called Lexus I was told there had never been a recall on the 02 Lexus.   ",4.75,2002.0,Lexus
174541,239213,Grand Caravan Minivan SE 4dr Ext Minivan (3.3L 6cyl 4A)," Had this van since 35k miles, now has 89k miles.  It has been a very reliable van for our family.  middle and 3rd row seats aren't as comfortable as i would like (I think it's b/c they have to fold flat into the floor).  Love that they fold flat, makes it a very multipurpose vehicle (can hold lots of ""stuff"" or people or both).  Brakes were replaced but they still squeak, more of a brake manuf. issue than a Dodge issue.  Had a Chevrolet Uplander before this van and the Uplander was ALWAYS in the shop for something.  Have been really pleased with the Dodge Grand Caravan's reliability; plan to keep it for a long time.",4.0,2006.0,Dodge
186219,254695,200 Sedan C 4dr Sedan AWD (3.6L 6cyl 9A), Car is fine. No major problems.  Transmission is a bit quirky.,4.0,2015.0,Chrysler
65608,90977,A4 Sedan 1.8T Fwd 4dr Sedan (1.8L 4cyl Turbo 5M)," Wow, I will probably buy another Audi, but I will do so more informed. The car is a thrill to drive and relatively good on the gas with out a lead foot. That said it takes premium fuel to push this wagon. Don't believe you can sub 87 octain every now and then, it will foul the spark plugs. If you are a DITYer be careful driving this car on to a hydraulic lift, the sport suspension does not allow enough clearance to prevent high centering. I bought this car used in Oct '06 for about 16.5K two years later it is at least as valuble as what I still owe. ",4.5,2003.0,Audi
38283,56547,E-Class Sedan E500 4MATIC AWD 4dr Sedan (5.0L 8cyl 5A), Great car! Love the performance and interior layout. Harmon-Kardon sound system is superb!,4.875,2005.0,Mercedes-Benz
152774,209020,Rogue SUV SV 4dr SUV AWD (2.5L 4cyl CVT), Worst ride ever.  The back seats are ridiculously uncomfortable.  God help you if you are taller than 5'2. Seats are elevated so you sit higher than the fronr seats. They sit straight up and head rests lean forward.  Can't adjust either.  Very uncomfortable.  Can't see anything out the Windows from back seat either because of angle of seats and elevation.  Just awful.  Front seats aren't any better.  Stiff no contouring no room.  I would NEVER buy this car.  I've never been in a more uncomfortable car.  Horrible,1.0,2017.0,Nissan
122882,165440,Wrangler SUV X 2dr SUV 4WD (3.8L 6cyl 6M), My 2008 x i bought used with 56k Im up to 66k now and i had a few very minor problems but i love itLord willing i plan on driving hr until she diesI take very good care of her kee her clean all her fluids up to level oil changes before recommended changeLike anything else if you take care of it it will last. I drive no higher then 70 on the highway but its usually 60-65. I accelerate at a reasonable pace. I plan on gettingg a little commuter car so i can make this jeep lastI absolutely love it,5.0,2008.0,Jeep
147405,200698,Bonneville Sedan SSEi 4dr Sedan (3.8L 6cyl S/C 4A), Love it! I have always had a Bonneville or an Olds Aurora- love big sedans. This is my favorite of all time! My car is beautiful - love the look in and out and that supercharger is wow. Very comfortable ride ,5.0,2003.0,Pontiac
170524,232297,Neon Coupe Highline 2dr Coupe," Chipped paint, burns oil like crazy, coolant leak, fuel pump is going out, serpentine belt is squeaking, the backseat is a joke -- really, nobody can fit in this car.  There are some good things. I love the acceleration. Love the manual trans. I like how it handles and parking it is great.  But there are so many other better cars out there. You may get it for cheap -- but it will cost you more in the long run.",3.5,1997.0,Dodge
10992,15772,Canyon Crew Cab Denali 4dr Crew Cab 4WD LB (3.6L 6cyl 8A)," I have just had this truck for 2 days. And I dread every minute with it. The truck is always pulling to the right as if it was in a crash. It has a wireless phone charging port. And none of our families phones fit. The seats are terrible. Would rather be standing up. To get out is another challenge. It would be ok without the sidesteps. But these block me from getting out. Always vibrating. Engine is extremely slow, sounds terrible. I have the crew cab and I still can’t fit three people in the truck. I can barely fit a fishing box of mine. Ride quality is terrible. Would rather be driving in a Miata.",1.0,2018.0,GMC
85651,116556,Corolla Sedan LE 4dr Sedan (1.8L 4cyl 4A)," I got my license in 2003 and got a 1991 Toyota Corolla from my grandpa. I liked the car so much that I bought my own 2006 Corolla LE with the intent to keep it for as long as I could. I was not disappointed. I have had the car for 7 years now and cannot complain. The only things I had to change on this car was wear and tear. I also had the ECU replaced under warranty as well. I think this is a great car that is cheap to maintain and drive. I have put 140,000 miles on it so far and am planning on going 300,000+ without any issues.",5.0,2006.0,Toyota
175438,240626,Intrepid Sedan 4dr Sedan," I was another victim of an engine blowout on the 2.7L engine.  The car was also a pleasure to drive because of the amount of space, but the brakes were a bit of a hassle and required new break pads more often than similar cars in its class. The engine started giving me troubles a couple years ago and I kept putting small bandaids on the problems (mostly to do with the way the car handled oil). Then one day, I noticed a louder-than-normal knocking and then grinding and then....  I'm disappointed I didn't get more life out of this car, but it did get 146,000 miles, so it's not a total loss, but I wasn't prepared to buy again so soon.",3.5,2000.0,Dodge
189589,259680,Corvette Convertible 2dr Convertible," My first 'Vette was a '66 Roadster, and yes I still wish I had it. However, there is no comparison between the two. The '00 Corvette Roadster is far and away the best car I've ever owned (I also own a 2005 Mercedes Benz 320 4matic). So great in fact - I'm starting to look at the '06's. I'll order that in January.",5.0,2000.0,Chevrolet
28981,41925,Seville Sedan SLS 4dr Sedan," The first car I ever drove was a Cadillac Fleetwood and what I remember most about the vehicle was the ride. It floated along the roads. After owning other foreign and domestic cars, I purchased my first Cadillac, an SLS. While the SLS does not float like the Fleetwood, it is a great ride. This car is very responsive and handles well. I've not had any problems with the vehicle using more oil than my other vehicle. Even on a long trip, the occupants were comfortable. Buying this car was a good decision.",4.875,1998.0,Cadillac
118066,159846,LS 430 Sedan 4dr Sedan (4.3L 8cyl 5A)," This is my first luxury car and bought used to avoid sticker shock. The only item needing warranty replacement were the two gas-filled lifters for the trunk's lid. I bought as ""like new"" with 23K on the clock. The original owner replaced the Yoko 390's with Michelin XSE MXV4's as they wore out too soon. The ride is not super quiet over interstate pavement joints which may be exasperated by these new tires. I don't know. Also, the AC is so powerful that even in a Gulf Coast summer the fan speed on ""Auto"" has to be manually moderated. This involves using the Navigation touch screen. A nice problem to have though in Houston. I am 100% happy with this car even in our new era of $3/gallon gas.",4.75,2002.0,Lexus
183966,251515,Town and Country Minivan Touring 4dr Minivan (3.6L 6cyl 6A)," We took our T&C Touring on a road trip from Philadelphia suburbs to Myrtle Beach and we couldn't be more pleased. We averaged 27mpg at 70-75 mph on cruise, in economy mode.Advised by dealer to take out of economy mode when accelerating/merging onto highway. It helped.Very comfortable, plenty of room. We bought Touring 'base' model. Wished we had gone for some of the 'bells and whistles' - DVD, etc...My last few vehicles have been SUVs...this is so much more comfortable.",4.875,2011.0,Chrysler
109193,146975,TL Type-S Type-S 4dr Sedan w/Summer Tires (3.5L 6cyl 5A)," The interior is fantastic and is open enough to accommodate many body types & sizes. It's more of a luxury sedan then a performance sedan.  The TL Type-S is basically the same as the TL except it adds a bigger engine with some added HP but it's still attached to a FWD vehicle, good for those who like the extra power.  The interior design, fit and finish is excellent, the exterior is getting to be a bit outdated but it's still noticeable on the road. Comes with Honda reliability and it's fun to drive factor is high for a car that's not really designed to be fun to drive.  Fuel economy is on par for a sedan.",3.5,2007.0,Acura
33052,48415,GLK-Class Diesel GLK250 BlueTEC 4MATIC 4dr SUV AWD (2.1L 4cyl Turbodiesel 7A)," The only drawback to this vehicle is the tire noise from the run-flats installed as standard equipment.  Otherwise it is a great vehicle with no problems, recalls, or dealer involvement.  Tire and wheel warranty already executed for a leaky rim, but quickly replaced at dealership.  The tire noise remains, and no apparent resolution is being offered as a remedy.",4.0,2013.0,Mercedes-Benz
